2466,2134,1115,351,-280,-283,-203,-151,-243,-559,-2026,-3714,-5532,-7302,-8781,-8781,-7717,-4177,-603,1645,4518,7054,8202,6846,3813,-781,-1276,-697,-577,-1230,-1999,-1820,-748,1071,3849,6143,8545,8681,6623,870
214,2920,5389,7076,7835,8204,2812,-1499,-1298,-330,222,-462,-761,-469,203,1633,5380,7827,2112,3123,4872,1677,-635,-1618,-1477,-133,506,970,1676,972,-482,-479,-244,-94,80,217,296,242,129,48
5795,8667,8139,5270,-856,-1205,-835,-583,-450,-1226,-1050,1771,5116,7869,8681,8681,3871,-888,-3523,-2372,-704,-665,-949,-1139,-1551,-2108,-2365,-2137,-1449,-597,231,956,1599,1969,1743,1292,595,94,-407,-829
3050,5931,8681,8681,4649,-722,-1480,-568,533,515,-250,-409,351,1472,4301,7574,8681,8681,2662,-3332,-5707,-2682,-836,-252,106,-479,-1821,-2956,-3370,-3174,-2587,-1685,-615,403,1340,2102,2454,2115,1286,-1109
-130,-267,-326,-352,-334,-332,-329,-336,-315,-317,-1110,-4491,-5517,-6817,-8260,-8633,-7913,-5560,-2730,-352,3353,6297,7639,6625,6435,2503,-2276,-2194,-888,-97,-345,-821,-734,-349,144,1127,2707,2887,2786,3400
55,-5,-76,-65,-81,-51,19,82,52,-61,-161,-109,-30,32,51,10,-42,-60,-463,-401,-166,-196,-395,-608,-1265,-2859,-4488,-5515,-6245,-7378,-8501,-8396,-7198,-4916,-983,1569,4365,7446,7995,6393
5749,-1313,-991,-544,-901,-637,-1237,1334,6278,8303,8681,7198,1161,-3680,-3708,-1661,-1175,-1164,-984,-909,-1054,-1322,-823,199,296,610,1262,1723,2060,1991,1266,112,-772,-1246,-1476,-1439,-1241,-1001,-734,-602
51,-36,-83,-72,-68,-22,5,20,-2,-40,-62,-51,-33,-41,-26,-23,-22,-31,-99,-366,-534,-432,-253,-121,-52,-112,-232,213,750,-8451,172,4429,1840,601,-1045,-2632,-1610,-183,438,247
-2471,-3059,-3114,-2917,-2681,-23,8681,8681,8681,8450,-1578,-2268,220,-111,-4007,-1676,-689,118,580,1001,288,-132,-248,-158,-57,31,-45,52,72,89,83,100,53,54,37,41,-1,-64,-71,-35
-101,-116,-217,-297,-324,-245,-166,-231,-325,-373,-1222,-2372,2660,8681,8681,5814,-1719,-51,1215,381,-4563,-868,-1197,188,187,363,350,-38,-435,-154,86,208,191,81,23,-7,-39,-7,-5,-11
-6,4,8,-13,-21,-29,-16,18,22,3,-32,-51,-98,-89,-60,-38,-90,-316,-722,-1023,-699,-886,8681,8297,8681,1920,-2740,496,814,84,1457,-1228,-109,331,565,734,261,-143,-217,206
13,102,87,36,-36,-146,-147,-29,38,46,14,-22,-65,-86,238,405,373,600,915,553,-261,-1074,-998,-198,0,-669,-225,1189,-8781,-5787,3718,1741,-1038,-1470,-831,-436,-191,-231,-1624,-3221
-67,144,396,63,-1045,-1758,-1375,-1344,-1048,-1065,-1408,-1140,-259,-370,-266,377,598,169,-1393,-3139,-4884,-1679,342,970,4408,-5860,-8781,-8781,-1907,1361,-1043,-724,35,-439,-2835,-1791,149,-18,-129,102
-56,-127,-95,-131,-95,-176,-60,-159,-194,-170,-12,-279,-1543,-2773,3058,8519,-2348,-4847,-1416,-406,31,803,1257,423,-902,215,308,642,405,377,157,-38,-271,-378,-634,-456,-253,212,204,314
-22,-51,-78,-44,-1,43,41,-18,-63,-88,-92,-56,9,342,4254,-4708,531,-226,4,105,204,397,-1217,-2989,-2831,-1637,-1265,-689,-285,162,138,73,127,289,319,367,274,278,192,147
-27,-37,-47,-32,-10,4,0,-3,6,15,15,-21,-87,-102,-131,-235,-395,-303,-327,-144,10,547,2862,-5103,891,649,-528,-279,154,302,-1703,-2581,-2270,-1233,-857,-424,-197,-40,-143,-244
-35,-70,-54,10,-33,19,66,75,76,74,88,84,12,-96,-331,-772,-1068,-1049,-725,-254,64,638,875,-2393,-8781,-2930,2820,-230,80,106,-408,-494,-1161,-3554,-5947,-4609,-2192,-1540,-850,-468
-15,-36,-34,-51,5,24,76,64,55,35,7,10,-58,-48,-97,-166,-178,-509,-630,-293,-152,-74,178,-6180,-3638,3117,487,-449,86,-149,-368,-653,-2336,-3225,-6146,-4222,-2508,-1636,-853,-230
-2,-14,-8,-4,-8,1,-4,-28,-33,-133,-395,-813,-1013,-1391,-1224,-306,312,155,2540,-8781,-6743,3699,537,-1114,-996,-1071,-578,-1286,-3382,-3189,-1962,-3010,-2247,-646,-165,69,13,-13,82,125
17,53,32,-24,-5,-24,-59,-29,12,45,66,6,21,2,-235,-691,-1458,-1287,-574,-49,478,-8781,-8781,2266,410,-8,-190,-267,-245,-398,-1749,-2831,-2714,-1771,-1578,-1099,-842,-540,-296,-187
-853,-666,-429,-193,-10,-83,-70,-26,107,160,147,131,95,46,-4,-212,-308,-411,-265,-105,-474,-2608,-8781,-61,319,-32,180,204,702,1131,663,-597,-355,-1067,-563,-345,-130,-50,57,-20
-13,-106,-148,-115,-60,-23,-15,-65,-168,-289,-336,-294,-291,-294,-508,-1367,2503,-6144,834,1786,549,190,-406,-164,-362,-1989,-3781,-2512,-1736,-1503,-982,-525,-75,9,-97,-157,-107,-141,-169,-166
0,0,21,60,106,123,59,-26,-99,-82,-67,-84,209,-1158,-7918,-8781,2090,1523,375,-321,-808,-513,-461,-1691,-3362,-3033,-1829,-1565,-1330,-1093,-823,-528,-375,-230,-40,28,-6,19,42,30
11,131,132,83,12,-20,-11,-20,-65,-126,-177,-393,-1108,7576,4006,-482,2563,212,39,404,716,1059,-517,-456,-247,-16,384,29,-200,-265,-405,-284,0,178,201,167,201,99,11,-91
2,33,17,-43,-264,-400,-326,-194,-37,31,-26,-383,-606,405,-5251,-7399,-851,-59,-30,347,828,927,-109,-939,-1116,-914,-852,-477,-293,-64,-17,-27,-6,63,82,130,81,83,78,77
-31,52,25,18,28,19,42,-7,0,-42,-92,-255,-371,-275,11,-56,-281,-480,-8781,-1856,-104,326,277,16,189,475,-845,-1997,-124,-1281,-1453,-1297,-1083,-510,-372,-584,-522,-265,81,162
-56,210,142,46,141,189,127,53,25,-109,-549,-1763,-2056,-1759,-1294,-1402,-1781,-1695,-1370,-1080,-882,7100,4554,-3830,2306,73,638,198,-153,679,1017,-807,-648,-246,-466,78,368,519,291,3
-85,-127,-109,-6,14,33,48,10,0,-41,-73,-103,-141,-118,-43,50,51,-264,-607,-731,-730,-510,-283,-122,85,1679,2536,-8584,2413,693,-482,808,234,-545,-1010,-2536,-3695,-2205,-1156,-634
-1346,-1214,-954,-568,-299,-132,-49,57,23,-53,-109,-241,-446,-612,-785,-806,-696,-298,161,7018,-2561,-4524,1143,-1701,170,638,244,-332,-2406,-3260,-2867,-1615,-636,-226,243,278,169,101,89,110
